"Genero","Edad","Efectivo","Online","GastoMedio","G"
"Hombre",51,"Si","Si",234.72,"R"
"Mujer",50,"Si","Si",260.04,"R"
"Hombre",47,"No","No",212.52,"R"
"Hombre",37,"No","Si",210.12,"R"
"Hombre",36,"No","Si",209.24,"R"
"Mujer",62,"Si","Si",220.61,"R"
"Mujer",24,"No","No",152.91,"A"
"Mujer",30,"Si","No",203.04,"R"
"Mujer",47,"Si","No",260.2,"R"
"Mujer",53,"Si","No",254.47,"R"
"Hombre",29,"No","No",182.05,"A"
"Mujer",64,"Si","Si",207.04,"R"
"Mujer",27,"Si","Si",177.23,"A"
"Hombre",21,"Si","Si",105.91,"V"
"Hombre",24,"Si","Si",139.85,"V"
"Hombre",52,"Si","No",219.18,"R"
"Mujer",57,"Si","Si",242.48,"R"
"Hombre",23,"Si","No",146.79,"V"
"Hombre",35,"Si","No",201.47,"R"
"Hombre",47,"No","No",217.96,"R"
"Hombre",22,"Si","Si",121.33,"V"
"Hombre",52,"Si","Si",232.83,"R"
"Mujer",26,"Si","Si",168.91,"A"
"Hombre",43,"No","No",228.22,"R"
"Hombre",43,"No","No",235.48,"R"
"Hombre",66,"Si","No",199.03,"A"
"Mujer",58,"Si","No",238.88,"R"
"Mujer",65,"Si","No",200.36,"R"
"Hombre",42,"Si","Si",229.81,"R"
"Mujer",39,"Si","Si",249.92,"R"
"Mujer",24,"Si","Si",151.94,"A"
"Mujer",45,"Si","Si",259.17,"R"
"Hombre",28,"Si","Si",168.25,"A"
"Hombre",19,"Si","Si",102.61,"V"
"Mujer",29,"No","No",194.92,"A"
"Mujer",44,"Si","No",257.26,"R"
"Mujer",23,"No","Si",141.38,"V"
"Hombre",55,"Si","Si",228.18,"R"
"Mujer",25,"Si","Si",160.14,"A"
"Mujer",69,"Si","No",168.01,"A"
"Mujer",56,"Si","No",244.01,"R"
"Hombre",43,"No","Si",227.48,"R"
"Hombre",58,"Si","Si",217.18,"R"
"Hombre",28,"Si","Si",171.6,"A"
"Hombre",45,"Si","Si",229.6,"R"
"Mujer",66,"Si","Si",191.9,"A"
"Hombre",63,"Si","Si",193.08,"A"
"Hombre",46,"Si","Si",231.69,"R"
"Mujer",41,"No","Si",250.25,"R"
"Mujer",19,"Si","No",97.24,"M"
"Mujer",37,"Si","Si",240.72,"R"
"Mujer",38,"Si","No",240.45,"R"
"Mujer",67,"Si","No",188.02,"A"
"Mujer",40,"No","Si",249.3,"R"
"Mujer",62,"No","No",221.93,"R"
"Mujer",26,"Si","No",167.2,"A"
"Mujer",27,"Si","Si",175.93,"A"
"Mujer",64,"No","No",207.16,"R"
"Mujer",53,"Si","Si",256.48,"R"
"Mujer",53,"No","Si",253.66,"R"
"Hombre",66,"No","No",185.65,"A"
"Hombre",38,"No","No",201.55,"R"
"Hombre",58,"No","No",217.81,"R"
"Hombre",63,"No","No",193.43,"A"
"Mujer",20,"Si","No",108.12,"V"
"Hombre",36,"Si","Si",207.41,"R"
"Mujer",43,"Si","Si",258.46,"R"
"Hombre",58,"No","No",211.34,"R"
"Mujer",59,"No","Si",232.95,"R"
"Mujer",61,"Si","Si",223.2,"R"
"Hombre",62,"Si","No",193.67,"A"
"Hombre",18,"No","No",75.64,"M"
"Hombre",45,"Si","Si",219.23,"R"
"Hombre",28,"Si","Si",172.6,"A"
"Mujer",40,"Si","Si",248.37,"R"
"Hombre",30,"No","No",179.09,"A"
"Mujer",53,"Si","Si",257.03,"R"
"Mujer",24,"Si","No",152.83,"A"
"Mujer",39,"No","Si",246.03,"R"
"Hombre",69,"Si","No",153.06,"A"
"Hombre",60,"No","No",198.34,"A"
"Mujer",60,"Si","No",232.49,"R"
"Mujer",35,"No","Si",231.77,"R"
"Mujer",41,"Si","Si",256.73,"R"
"Mujer",69,"Si","Si",166.48,"A"
"Hombre",56,"Si","Si",219.18,"R"
"Mujer",49,"No","Si",262.06,"R"
"Hombre",48,"Si","Si",228.25,"R"
"Mujer",24,"No","Si",150.29,"A"
"Hombre",58,"Si","No",205.14,"R"
"Mujer",22,"No","No",129.5,"V"
"Mujer",21,"No","Si",122.09,"V"
"Hombre",49,"No","Si",226.31,"R"
"Mujer",70,"Si","No",158.38,"A"
"Mujer",18,"Si","No",85.17,"M"
"Hombre",25,"No","Si",136.36,"V"
"Mujer",40,"No","No",248.8,"R"
"Mujer",33,"No","No",219.41,"R"
"Mujer",61,"No","No",224.31,"R"
"Mujer",52,"Si","No",259.83,"R"
"Hombre",50,"Si","Si",212.52,"R"
"Mujer",31,"Si","No",206.88,"R"
"Hombre",25,"Si","No",151.89,"A"
"Mujer",55,"No","No",249.88,"R"
"Mujer",47,"Si","Si",261.45,"R"
"Mujer",44,"No","No",261.25,"R"
"Hombre",42,"No","No",235.06,"R"
"Hombre",38,"No","No",209.72,"R"
"Hombre",20,"No","No",110.36,"V"
"Hombre",68,"No","No",177.94,"A"
"Mujer",70,"Si","Si",159.8,"A"
"Mujer",33,"Si","Si",215.71,"R"
"Mujer",25,"Si","No",160.6,"A"
"Hombre",55,"Si","No",208.38,"R"
"Mujer",47,"Si","No",258.26,"R"
"Mujer",64,"Si","No",204.01,"R"
"Hombre",43,"No","No",205.38,"R"
"Mujer",37,"Si","No",241.52,"R"
"Mujer",18,"No","Si",87.89,"M"
"Hombre",62,"No","No",194.48,"A"
"Mujer",30,"Si","No",198.37,"A"
"Hombre",30,"No","No",173.12,"A"
"Mujer",44,"Si","Si",257.28,"R"
"Hombre",23,"No","No",135.95,"V"
"Hombre",64,"No","Si",178.7,"A"
"Mujer",43,"Si","Si",260.72,"R"
"Hombre",43,"No","Si",207.23,"R"
"Mujer",54,"Si","Si",255.14,"R"
"Mujer",48,"Si","Si",260.23,"R"
"Hombre",39,"Si","No",223.47,"R"
"Hombre",67,"No","Si",177.13,"A"
"Mujer",58,"Si","Si",240.66,"R"
"Mujer",30,"No","No",198.67,"A"
"Mujer",63,"No","Si",215.97,"R"
"Mujer",50,"No","Si",260.04,"R"
"Hombre",35,"No","No",197.1,"A"
"Hombre",70,"Si","No",154.66,"A"
"Hombre",56,"Si","No",207.26,"R"
"Hombre",36,"No","No",219.23,"R"
"Hombre",60,"No","No",204.42,"R"
"Hombre",62,"No","No",203.15,"R"
"Mujer",34,"Si","Si",229.24,"R"
"Hombre",67,"No","Si",179.47,"A"
"Mujer",51,"No","No",258.09,"R"
"Hombre",54,"Si","Si",222.23,"R"
"Mujer",50,"Si","Si",260.95,"R"
"Mujer",31,"Si","Si",207.1,"R"
"Mujer",45,"Si","Si",257.79,"R"
"Mujer",54,"Si","Si",251.83,"R"
"Mujer",68,"Si","Si",175.78,"A"
"Hombre",56,"No","Si",225.85,"R"
"Mujer",56,"No","No",247.46,"R"
"Hombre",43,"No","Si",236.39,"R"
"Mujer",19,"No","No",97.55,"M"
"Mujer",63,"No","Si",214.15,"R"
"Mujer",40,"No","Si",249.74,"R"
"Mujer",42,"Si","Si",258.41,"R"
"Mujer",27,"No","No",175.14,"A"
"Hombre",59,"Si","Si",208.05,"R"
"Mujer",44,"No","Si",257.76,"R"
"Hombre",59,"Si","Si",209.9,"R"
"Mujer",41,"Si","No",254.38,"R"
"Mujer",34,"No","No",224.53,"R"
"Mujer",28,"Si","Si",186.61,"A"
"Hombre",52,"No","Si",235.17,"R"
"Mujer",53,"No","Si",257.7,"R"
"Hombre",18,"No","No",88.83,"M"
"Mujer",51,"No","Si",258.61,"R"
"Hombre",57,"No","No",217.05,"R"
"Hombre",25,"Si","Si",152.98,"A"
"Mujer",31,"Si","Si",207.03,"R"
"Hombre",36,"No","No",189.72,"A"
"Hombre",35,"No","No",196.6,"A"
"Hombre",68,"Si","Si",167.49,"A"
"Mujer",29,"Si","Si",190.8,"A"
"Mujer",53,"No","No",252.38,"R"
"Hombre",49,"No","Si",221.06,"R"
"Hombre",64,"No","Si",184.93,"A"
"Hombre",24,"No","No",144.66,"V"
"Hombre",36,"No","No",200.2,"R"
"Mujer",32,"Si","Si",212.85,"R"
"Mujer",65,"No","Si",199.06,"A"
"Hombre",52,"Si","Si",227.91,"R"
"Hombre",64,"No","No",191.16,"A"
"Mujer",61,"No","Si",227.84,"R"
"Hombre",54,"No","No",216.57,"R"
"Hombre",21,"No","Si",124.2,"V"
"Hombre",51,"Si","No",220.52,"R"
"Mujer",36,"Si","Si",233.3,"R"
"Hombre",35,"Si","Si",194.16,"A"
"Hombre",64,"No","Si",202.55,"R"
"Hombre",45,"No","Si",218,"R"
"Mujer",54,"Si","Si",250.05,"R"
"Hombre",43,"No","Si",235.6,"R"
"Hombre",70,"Si","Si",160.33,"A"
"Mujer",58,"Si","Si",240.95,"R"
"Mujer",22,"No","No",129.91,"V"
"Mujer",28,"Si","Si",186.11,"A"
"Hombre",59,"Si","No",197.94,"A"
"Mujer",26,"Si","Si",170.16,"A"
"Hombre",40,"Si","No",224.19,"R"
"Hombre",33,"No","No",189.17,"A"
"Mujer",39,"No","No",252.23,"R"
"Mujer",25,"Si","Si",161.41,"A"
"Mujer",26,"No","No",169.16,"A"
"Mujer",26,"Si","Si",170.27,"A"
"Mujer",61,"Si","Si",225.12,"R"
"Hombre",41,"Si","No",201.7,"R"
"Mujer",18,"Si","Si",87.27,"M"
"Mujer",43,"Si","Si",257.02,"R"
"Mujer",61,"Si","No",222.36,"R"
"Mujer",54,"Si","Si",253.02,"R"
"Hombre",38,"Si","Si",219.29,"R"
"Hombre",26,"Si","No",150.72,"A"
"Hombre",61,"No","Si",224.12,"R"
"Mujer",29,"No","Si",193.29,"A"
"Mujer",70,"No","Si",160.25,"A"
"Mujer",56,"No","No",246.85,"R"
"Mujer",49,"Si","Si",261.79,"R"
"Hombre",29,"No","No",168.17,"A"
"Mujer",35,"Si","No",230.21,"R"
"Hombre",53,"No","No",219.3,"R"
"Mujer",19,"Si","Si",98.61,"M"
"Hombre",68,"Si","Si",178.07,"A"
"Mujer",65,"No","Si",198.21,"A"
"Mujer",67,"Si","Si",183.25,"A"
"Hombre",66,"Si","Si",175.49,"A"
"Mujer",39,"Si","Si",244.39,"R"
"Hombre",64,"Si","Si",190.82,"A"
"Mujer",49,"Si","Si",263.12,"R"
"Mujer",29,"Si","Si",190.74,"A"
"Mujer",25,"No","Si",159.68,"A"
"Hombre",44,"No","No",230.69,"R"
"Hombre",52,"Si","Si",221.29,"R"
"Hombre",20,"Si","Si",98.72,"M"
"Mujer",56,"No","No",245.2,"R"
"Mujer",53,"No","No",253.81,"R"
"Mujer",30,"Si","No",202.53,"R"
"Mujer",68,"Si","Si",175.59,"A"
"Hombre",54,"Si","Si",230.79,"R"
"Mujer",26,"Si","Si",166.99,"A"
"Hombre",54,"Si","No",233.54,"R"
"Mujer",53,"No","No",257.96,"R"
"Hombre",25,"No","No",145.49,"V"
"Mujer",53,"Si","Si",253.56,"R"
"Mujer",31,"Si","Si",204.95,"R"
"Mujer",48,"Si","No",261.98,"R"
"Mujer",23,"Si","Si",140.14,"V"
"Mujer",32,"No","No",211.59,"R"
"Mujer",18,"No","Si",86.87,"M"
"Mujer",31,"No","No",206.24,"R"
"Mujer",61,"No","Si",223.98,"R"
"Mujer",23,"Si","Si",142.89,"V"
"Mujer",41,"No","No",254.01,"R"
"Hombre",64,"No","Si",189.63,"A"
"Mujer",70,"No","No",161.53,"A"
"Mujer",25,"No","Si",158.86,"A"
"Mujer",46,"No","Si",256.36,"R"
"Mujer",39,"Si","No",246.78,"R"
"Hombre",36,"No","Si",198.59,"A"
"Mujer",33,"Si","Si",218.43,"R"
"Hombre",39,"No","No",218.81,"R"
"Mujer",53,"No","No",253.75,"R"
"Hombre",31,"Si","No",179.63,"A"
"Mujer",28,"Si","No",185.51,"A"
"Hombre",56,"No","Si",214.17,"R"
"Hombre",61,"Si","Si",199.94,"A"
"Hombre",49,"No","Si",222.47,"R"
"Hombre",42,"No","No",216.85,"R"
"Mujer",46,"No","No",264.93,"R"
"Hombre",30,"Si","No",172.19,"A"
"Mujer",20,"No","Si",113.8,"V"
"Hombre",33,"Si","Si",190.31,"A"
"Hombre",53,"No","No",219.31,"R"
"Mujer",39,"No","No",245.93,"R"
"Mujer",45,"No","Si",257.15,"R"
"Hombre",69,"No","No",173.64,"A"
"Mujer",54,"Si","Si",249.81,"R"
"Hombre",44,"No","No",238,"R"
"Hombre",54,"Si","No",221.11,"R"
"Mujer",24,"Si","Si",151.03,"A"
"Mujer",51,"Si","No",257.51,"R"
"Mujer",55,"Si","No",250.42,"R"
"Hombre",41,"No","No",217.3,"R"
"Hombre",25,"No","Si",169.68,"A"
"Mujer",48,"No","Si",257.08,"R"
"Mujer",30,"No","No",200.97,"R"
"Mujer",68,"No","Si",179.25,"A"
"Mujer",38,"Si","Si",240.16,"R"
"Hombre",43,"No","Si",219.98,"R"
"Hombre",69,"No","No",172.62,"A"
"Mujer",42,"Si","No",255.51,"R"
"Hombre",41,"Si","No",218.93,"R"
"Mujer",36,"Si","Si",234.26,"R"
"Mujer",40,"Si","Si",249.49,"R"
"Mujer",66,"No","No",190.31,"A"
"Mujer",31,"Si","No",208.75,"R"
"Mujer",64,"Si","Si",208.82,"R"
"Hombre",61,"Si","No",196.99,"A"
"Hombre",65,"No","Si",189.59,"A"
"Mujer",49,"Si","Si",260.21,"R"
"Mujer",33,"Si","Si",221.32,"R"
"Mujer",53,"Si","Si",255.18,"R"
"Mujer",41,"Si","No",253.75,"R"
"Hombre",51,"Si","Si",226.94,"R"
"Mujer",27,"Si","Si",176.91,"A"
"Mujer",18,"No","Si",86.99,"M"
"Hombre",58,"No","Si",205.9,"R"
"Mujer",60,"No","No",233.14,"R"
"Hombre",39,"No","Si",218.28,"R"
"Mujer",55,"Si","Si",249.99,"R"
"Mujer",70,"Si","No",160.78,"A"
"Hombre",34,"No","No",179.54,"A"
"Hombre",36,"Si","No",196.66,"A"
"Hombre",37,"Si","No",208.4,"R"
"Hombre",24,"No","Si",143.89,"V"
"Mujer",34,"No","Si",219.7,"R"
"Hombre",23,"No","Si",142.79,"V"
"Hombre",62,"No","No",204.48,"R"
"Hombre",51,"Si","Si",227.16,"R"
"Mujer",29,"Si","Si",191.54,"A"
"Hombre",34,"No","No",191.03,"A"
"Hombre",31,"No","No",197.41,"A"
"Mujer",21,"No","No",120.23,"V"
"Hombre",24,"Si","Si",132.67,"V"
"Mujer",29,"No","Si",193.89,"A"
"Hombre",51,"Si","No",222.03,"R"
"Mujer",23,"No","Si",138.65,"V"
"Mujer",38,"No","Si",245.72,"R"
"Mujer",18,"No","No",84.43,"M"
"Mujer",49,"No","Si",259.6,"R"
"Hombre",64,"No","No",192.29,"A"
"Mujer",32,"No","No",208.82,"R"
"Hombre",41,"Si","Si",220.02,"R"
"Hombre",42,"Si","Si",231.5,"R"
"Mujer",54,"No","No",252.24,"R"
"Mujer",45,"Si","No",259.86,"R"
"Hombre",49,"No","Si",223.02,"R"
"Mujer",57,"Si","No",243.44,"R"
"Hombre",42,"Si","No",219.22,"R"
"Mujer",27,"Si","Si",177.55,"A"
"Hombre",65,"No","No",187.54,"A"
"Mujer",57,"Si","Si",238.65,"R"
"Mujer",53,"Si","Si",251.35,"R"
"Hombre",18,"Si","Si",84.06,"M"
"Hombre",64,"Si","No",188.62,"A"
"Hombre",68,"No","Si",180.95,"A"
"Hombre",63,"No","No",189.93,"A"
"Mujer",68,"Si","Si",175.55,"A"
"Mujer",38,"Si","No",244.67,"R"
"Hombre",24,"Si","Si",137.42,"V"
"Hombre",60,"No","Si",202.04,"R"
"Mujer",44,"Si","Si",260.24,"R"
"Mujer",64,"Si","Si",203.71,"R"
"Hombre",36,"No","Si",210.58,"R"
"Hombre",21,"No","No",112.5,"V"
"Hombre",49,"Si","No",227.31,"R"
"Mujer",18,"Si","No",86.24,"M"
"Hombre",42,"No","No",227.09,"R"
"Mujer",55,"Si","Si",250.13,"R"
"Hombre",39,"No","No",215.34,"R"
"Hombre",64,"No","Si",194.1,"A"
"Hombre",35,"No","No",192.17,"A"
"Hombre",64,"No","Si",184.97,"A"
"Mujer",46,"Si","Si",258.53,"R"
"Mujer",46,"Si","No",260.3,"R"
"Hombre",19,"Si","Si",105.25,"V"
"Mujer",70,"No","No",157.91,"A"
"Hombre",18,"Si","Si",94.21,"M"
"Mujer",35,"Si","Si",229.56,"R"
"Mujer",31,"No","Si",205.35,"R"
"Mujer",46,"No","Si",257.15,"R"
"Mujer",19,"No","No",98.73,"M"
"Mujer",65,"Si","Si",198.94,"A"
"Mujer",48,"Si","Si",257.76,"R"
"Mujer",47,"Si","Si",259.53,"R"
"Hombre",48,"Si","Si",232.44,"R"
"Hombre",68,"Si","No",172.13,"A"
"Hombre",58,"No","Si",202.86,"R"
"Hombre",53,"No","No",214.19,"R"
"Hombre",28,"Si","Si",168.33,"A"
"Mujer",62,"No","Si",219.4,"R"
"Hombre",18,"Si","Si",86.03,"M"
"Hombre",24,"Si","No",133.67,"V"
"Mujer",48,"Si","Si",256.29,"R"
"Mujer",70,"No","No",159.89,"A"
"Hombre",21,"Si","Si",119.09,"V"
"Hombre",31,"No","No",178.53,"A"
"Mujer",41,"Si","Si",253.87,"R"
"Hombre",39,"Si","Si",216.45,"R"
"Mujer",45,"Si","Si",257.58,"R"
"Hombre",56,"No","No",223.38,"R"
"Hombre",66,"No","Si",181.81,"A"
"Hombre",43,"No","No",227.95,"R"
"Hombre",69,"Si","Si",162.31,"A"
"Mujer",40,"No","Si",250.79,"R"
"Hombre",40,"No","No",202.9,"R"
"Mujer",50,"Si","Si",258.22,"R"
"Hombre",55,"Si","Si",218.93,"R"
"Hombre",48,"No","No",241.16,"R"
"Hombre",39,"Si","Si",214.88,"R"
"Mujer",28,"Si","Si",185.98,"A"
"Mujer",28,"Si","Si",187.05,"A"
"Hombre",27,"Si","Si",154.44,"A"
"Mujer",32,"Si","Si",208.49,"R"
"Mujer",19,"Si","No",98.92,"M"
"Hombre",48,"No","No",216.29,"R"
"Hombre",26,"Si","Si",157.61,"A"
"Mujer",44,"Si","No",255.6,"R"
"Mujer",68,"No","Si",176.7,"A"
"Hombre",46,"No","No",237.34,"R"
"Hombre",32,"No","No",185.37,"A"
"Hombre",53,"No","No",224.7,"R"
"Hombre",61,"Si","Si",201.24,"R"
"Hombre",30,"Si","No",185.31,"A"
"Hombre",36,"No","No",211.93,"R"
"Mujer",21,"Si","No",118.37,"V"
"Hombre",64,"Si","Si",188.48,"A"
"Hombre",25,"No","No",129.73,"V"
"Mujer",48,"Si","No",262.94,"R"
"Mujer",63,"No","No",212.45,"R"
"Mujer",48,"No","Si",263.91,"R"
"Mujer",40,"No","No",250.68,"R"
"Hombre",52,"No","No",227.2,"R"
"Mujer",23,"No","No",138.8,"V"
"Hombre",33,"No","Si",177.42,"A"
"Mujer",33,"No","No",214.73,"R"
"Mujer",31,"No","Si",205.56,"R"
"Mujer",45,"Si","No",261.45,"R"
"Hombre",61,"No","Si",213.55,"R"
"Mujer",19,"Si","No",100.33,"V"
"Hombre",25,"Si","Si",148.58,"V"
"Hombre",20,"Si","No",111.48,"V"
"Mujer",36,"Si","No",234.47,"R"
"Hombre",32,"No","Si",182.13,"A"
"Mujer",50,"Si","Si",259.86,"R"
"Mujer",56,"No","Si",244.15,"R"
"Mujer",31,"Si","No",207.71,"R"
"Hombre",66,"Si","No",189.39,"A"
"Mujer",37,"Si","Si",245.11,"R"
"Hombre",26,"No","Si",156.71,"A"
"Hombre",68,"Si","Si",159.95,"A"
"Hombre",23,"Si","Si",127.59,"V"
"Mujer",37,"No","Si",240.34,"R"
"Hombre",19,"Si","Si",85.03,"M"
"Mujer",33,"Si","Si",217.55,"R"
"Hombre",24,"Si","No",139.46,"V"
"Hombre",48,"Si","Si",224.69,"R"
"Hombre",62,"Si","No",197.69,"A"
"Hombre",51,"Si","Si",222.13,"R"
"Hombre",52,"No","No",230.42,"R"
"Mujer",29,"Si","Si",193.17,"A"
"Hombre",28,"Si","Si",168.01,"A"
"Mujer",37,"Si","No",238.52,"R"
"Hombre",55,"Si","Si",229.74,"R"
"Hombre",27,"No","Si",162.42,"A"
"Mujer",51,"Si","Si",260.28,"R"
"Hombre",63,"Si","Si",196.82,"A"
"Hombre",26,"No","Si",156.24,"A"
"Hombre",53,"Si","Si",230.8,"R"
"Hombre",66,"No","No",180.97,"A"
"Hombre",40,"No","Si",204.62,"R"
"Hombre",39,"No","No",219.36,"R"
"Hombre",47,"No","No",233.3,"R"
"Mujer",51,"Si","Si",257.86,"R"
"Mujer",48,"Si","No",259.62,"R"
"Hombre",51,"No","No",227.96,"R"
"Mujer",47,"No","Si",261.05,"R"
"Mujer",48,"No","Si",263.87,"R"
"Mujer",35,"No","Si",230.74,"R"
"Mujer",34,"No","Si",222.5,"R"
"Hombre",59,"Si","Si",217.33,"R"
"Hombre",41,"No","No",217.95,"R"
"Hombre",62,"No","No",196.42,"A"
"Mujer",27,"Si","Si",173.5,"A"
"Mujer",22,"No","No",131.59,"V"
"Hombre",28,"No","Si",156.87,"A"
"Mujer",37,"No","Si",237.86,"R"
"Hombre",24,"No","No",137.82,"V"
"Mujer",45,"Si","No",260.3,"R"
"Hombre",41,"No","No",217.75,"R"
"Mujer",44,"Si","No",259.44,"R"
"Mujer",54,"No","Si",250.71,"R"
"Mujer",23,"No","Si",140.86,"V"
"Mujer",22,"Si","Si",131.87,"V"
"Hombre",62,"No","Si",195.43,"A"
"Mujer",44,"No","Si",255.12,"R"
"Mujer",48,"Si","No",258,"R"
"Mujer",60,"Si","Si",231.75,"R"
"Hombre",57,"No","No",218.83,"R"
"Mujer",70,"Si","Si",158.62,"A"
"Hombre",66,"Si","Si",177.53,"A"
"Mujer",45,"No","Si",260.2,"R"
"Mujer",29,"No","Si",193.07,"A"
"Mujer",50,"Si","Si",259.1,"R"
"Mujer",29,"No","No",189.56,"A"
"Mujer",50,"Si","No",259.69,"R"
"Mujer",44,"No","Si",261.75,"R"
"Hombre",50,"No","Si",238.6,"R"
"Hombre",56,"Si","No",218.33,"R"
"Hombre",44,"No","No",225.54,"R"
"Hombre",67,"No","No",183.5,"A"
"Mujer",21,"No","No",117.92,"V"
"Mujer",61,"Si","No",223.08,"R"
"Mujer",48,"Si","No",257.54,"R"
"Hombre",46,"No","No",229.56,"R"
"Hombre",48,"No","Si",219.71,"R"
"Mujer",39,"Si","Si",244.63,"R"
"Hombre",59,"No","Si",196.69,"A"
"Hombre",18,"Si","No",87.87,"M"
"Mujer",38,"Si","No",243.08,"R"
"Hombre",46,"Si","Si",229.76,"R"
"Hombre",54,"No","No",218.3,"R"
"Mujer",66,"Si","No",195.06,"A"
"Hombre",65,"No","No",171.37,"A"
"Mujer",70,"No","No",160.02,"A"
"Mujer",59,"No","Si",233.87,"R"
"Mujer",56,"Si","No",246.28,"R"
"Hombre",56,"Si","Si",219.91,"R"
"Mujer",53,"Si","Si",258.71,"R"
"Hombre",24,"No","Si",138.37,"V"
"Hombre",19,"Si","No",103.75,"V"
"Mujer",33,"No","No",221.88,"R"
"Mujer",51,"Si","Si",257.54,"R"
"Hombre",61,"Si","Si",195.03,"A"
"Mujer",51,"Si","Si",262.5,"R"
"Hombre",34,"Si","Si",199.25,"A"
"Hombre",18,"No","Si",95.19,"M"
"Hombre",23,"Si","No",123.4,"V"
"Mujer",31,"Si","Si",206.93,"R"
"Hombre",50,"No","Si",213.02,"R"
"Hombre",26,"No","No",146.89,"V"
"Hombre",44,"No","No",221.63,"R"
"Mujer",63,"Si","No",216.5,"R"
"Hombre",19,"Si","Si",97.92,"M"
"Hombre",18,"Si","Si",78.28,"M"
"Mujer",24,"Si","No",149.67,"V"
"Hombre",38,"No","Si",213.31,"R"
"Mujer",68,"No","Si",175.2,"A"
"Hombre",27,"Si","No",162.71,"A"
"Hombre",23,"No","Si",123.65,"V"
"Hombre",47,"Si","No",239.42,"R"
"Mujer",63,"Si","No",212.5,"R"
"Hombre",47,"Si","Si",235.95,"R"
"Mujer",70,"Si","No",160.5,"A"
"Mujer",24,"Si","No",151.43,"A"
"Mujer",49,"No","No",259.78,"R"
"Hombre",40,"No","No",223.27,"R"
"Mujer",62,"No","Si",216.83,"R"
"Hombre",25,"Si","Si",154.1,"A"
"Hombre",18,"No","Si",95.5,"M"
"Mujer",20,"Si","No",113.1,"V"
"Hombre",50,"Si","Si",232.19,"R"
"Hombre",40,"No","No",207.56,"R"
"Mujer",33,"Si","Si",221.65,"R"
"Mujer",32,"Si","Si",212.12,"R"
"Hombre",26,"No","No",144.79,"V"
"Mujer",59,"No","No",234.7,"R"
"Hombre",50,"No","No",226.79,"R"
"Mujer",47,"Si","Si",259.47,"R"
"Hombre",28,"Si","Si",171.79,"A"
"Mujer",54,"Si","No",253.11,"R"
"Mujer",67,"Si","Si",185.87,"A"
"Hombre",19,"No","Si",107.46,"V"
"Hombre",43,"Si","Si",229.32,"R"
"Hombre",63,"No","No",180.45,"A"
"Hombre",47,"No","No",225.71,"R"
"Hombre",38,"Si","Si",206.74,"R"
"Mujer",18,"Si","Si",86.93,"M"
"Hombre",37,"No","Si",201.25,"R"
"Hombre",57,"No","No",209.01,"R"
"Hombre",31,"No","Si",188.46,"A"
"Hombre",63,"Si","No",199.44,"A"
"Hombre",22,"No","Si",128.54,"V"
"Mujer",21,"Si","Si",119.23,"V"
"Mujer",41,"Si","Si",253.06,"R"
"Mujer",37,"Si","Si",237.19,"R"
"Mujer",46,"Si","Si",259.65,"R"
"Hombre",64,"No","No",195.54,"A"
"Mujer",56,"No","No",248.11,"R"
"Hombre",50,"No","No",235.47,"R"
"Mujer",65,"Si","Si",200.45,"R"
"Mujer",58,"No","No",238.37,"R"
"Mujer",49,"Si","No",257.89,"R"
"Hombre",25,"Si","Si",155.06,"A"
"Hombre",22,"Si","Si",117.12,"V"
"Hombre",49,"No","No",227.02,"R"
"Hombre",42,"No","No",208.66,"R"
"Hombre",29,"No","Si",177.19,"A"
"Mujer",35,"No","Si",227.47,"R"
"Mujer",66,"No","No",192.45,"A"
"Hombre",34,"No","No",185.43,"A"
"Hombre",48,"No","No",218.86,"R"
"Hombre",56,"No","No",208.63,"R"
"Mujer",40,"Si","Si",249.7,"R"
"Mujer",60,"Si","No",226.35,"R"
"Hombre",42,"No","No",225.76,"R"
"Hombre",64,"No","Si",191.19,"A"
"Hombre",44,"No","Si",224.55,"R"
"Mujer",53,"No","No",254.66,"R"
"Mujer",37,"Si","No",236.1,"R"
"Hombre",55,"Si","No",230.24,"R"
"Mujer",63,"Si","Si",214.29,"R"
"Hombre",23,"Si","Si",130.82,"V"
"Mujer",32,"Si","Si",213.41,"R"
"Hombre",30,"Si","Si",193.49,"A"
"Mujer",18,"Si","Si",83.84,"M"
"Hombre",44,"Si","Si",214.95,"R"
"Hombre",28,"No","No",164.1,"A"
"Mujer",56,"Si","Si",245.97,"R"
"Hombre",38,"No","No",211.71,"R"
"Hombre",47,"Si","No",219.37,"R"
"Hombre",63,"Si","No",203.66,"R"
"Mujer",43,"Si","Si",258.16,"R"
"Mujer",65,"Si","No",201.97,"R"
"Mujer",65,"Si","No",200.62,"R"
"Hombre",45,"No","Si",227.97,"R"
"Mujer",53,"Si","No",256.83,"R"
"Mujer",38,"Si","Si",243.64,"R"
"Mujer",22,"No","No",132.45,"V"
"Mujer",59,"Si","Si",229.88,"R"
"Mujer",37,"Si","Si",242.26,"R"
"Mujer",67,"Si","Si",184.21,"A"
"Hombre",34,"Si","Si",198.68,"A"
"Hombre",23,"Si","No",130.82,"V"
"Mujer",18,"Si","Si",86.52,"M"
"Mujer",41,"Si","Si",255.33,"R"
"Hombre",19,"No","No",104.39,"V"
"Hombre",32,"Si","Si",196.01,"A"
"Hombre",24,"No","No",142.61,"V"
"Hombre",41,"No","No",209.12,"R"
"Hombre",59,"Si","No",217.74,"R"
