Género;Edad;¿Paga en efectivo?;¿Compra on-line?;Gasto medio mensual
Hombre;26;Si;Si;153,13
Mujer;23;No;No;141,07
Mujer;62;Si;Si;220,4
Mujer;64;No;No;204,68
Mujer;67;No;Si;186,59
Mujer;18;No;No;88,55
Mujer;26;Si;Si;172,66
Hombre;33;Si;No;196,1
Mujer;62;Si;Si;220,68
Mujer;33;No;Si;218,21
Mujer;18;Si;Si;90,46
Mujer;36;No;Si;234,76
Mujer;54;No;No;254,07
Hombre;48;Si;Si;225,73
Hombre;28;No;No;159,64
Hombre;22;No;No;126,6
Hombre;50;Si;Si;237,77
Mujer;61;No;No;223,2
Mujer;18;Si;No;90,04
Mujer;36;No;No;237,16
Mujer;43;Si;Si;259,78
Mujer;60;Si;Si;229,25
Mujer;56;Si;Si;247,97
Mujer;57;Si;Si;246,22
Hombre;62;No;No;201,45
Hombre;20;No;No;97,71
Mujer;69;No;No;167,53
Hombre;64;No;Si;181,24
Mujer;60;No;No;230,43
Hombre;58;Si;No;234,35
Hombre;41;Si;Si;209,2
Hombre;53;Si;Si;237,16
Mujer;48;Si;No;260,47
Mujer;29;No;Si;192,27
Mujer;56;Si;Si;251,03
Hombre;32;No;No;182,85
Hombre;45;No;No;231,44
Hombre;49;No;Si;233,28
Mujer;40;Si;Si;249,4
Hombre;18;Si;Si;96,84
Hombre;46;No;No;235,38
Mujer;50;Si;Si;260,24
Hombre;30;No;Si;177,43
Mujer;63;No;Si;213,16
Mujer;61;No;Si;229,09
Mujer;63;No;No;214,04
Hombre;68;Si;No;156,75
Mujer;44;No;Si;255,86
Mujer;69;Si;Si;168,4
Hombre;35;No;No;201,97
Hombre;19;Si;Si;99,75
Mujer;67;No;Si;185,58
Hombre;59;No;No;208,93
Mujer;40;No;Si;249,75
Hombre;59;Si;No;196,05
Hombre;48;Si;Si;218,22
Hombre;42;No;No;216,86
Mujer;19;Si;Si;98,71
Hombre;55;No;Si;213,75
Mujer;57;Si;Si;241,93
Hombre;48;Si;No;224,28
Mujer;69;No;No;168,75
Mujer;56;No;Si;246,2
Mujer;60;Si;Si;230,52
Mujer;28;Si;No;183,44
Hombre;64;Si;No;185,7
Hombre;69;Si;No;170,58
Mujer;54;Si;Si;252,11
Hombre;22;Si;No;117,73
Mujer;49;No;Si;261,48
Hombre;24;No;No;133,95
Mujer;30;Si;No;199,15
Mujer;60;Si;No;232,55
Hombre;49;No;Si;227,4
Mujer;21;No;Si;124,83
Hombre;29;No;No;179,98
Mujer;36;No;No;237,9
Mujer;65;No;Si;199,95
Mujer;66;Si;Si;192,3
Hombre;24;No;No;140,17
Hombre;21;No;Si;129,64
Mujer;18;No;No;87,65
Mujer;30;Si;Si;198,88
Mujer;38;Si;Si;243,71
Mujer;47;Si;Si;262,68
Hombre;52;Si;Si;233,08
Hombre;25;No;No;143,35
Hombre;43;Si;No;221,72
Mujer;37;No;Si;240,62
Mujer;34;No;Si;225,71
Hombre;45;No;No;225,64
Hombre;44;No;No;219,32
Hombre;20;No;Si;100,67
Mujer;24;No;No;149,92
Mujer;57;Si;No;241,63
Mujer;49;No;No;263,42
Mujer;57;No;No;240,46
Mujer;69;No;No;172,23
Mujer;38;Si;No;242,85
Hombre;68;Si;Si;166,74
Mujer;45;Si;Si;259,95
Mujer;22;Si;Si;134,41
Hombre;64;Si;No;184,87
Mujer;57;Si;Si;242,16
Mujer;39;Si;No;244,77
Mujer;42;Si;No;254,22
Hombre;65;Si;No;165,91
Hombre;48;No;Si;231,56
Hombre;58;Si;No;223,03
Hombre;67;Si;Si;159,97
Mujer;42;No;Si;256,54
Hombre;39;No;Si;216,52
Hombre;27;No;Si;166,35
Mujer;67;Si;Si;184,04
Hombre;50;Si;Si;233,21
Mujer;68;Si;Si;174,03
Mujer;27;Si;No;177,86
Mujer;39;No;Si;245,59
Mujer;70;No;Si;159,9
Mujer;64;Si;No;206,65
Hombre;22;No;No;112,02
Mujer;45;Si;Si;260,05
Mujer;69;No;Si;164,86
Hombre;44;Si;Si;226,87
Mujer;31;Si;Si;201,84
Mujer;52;Si;No;256,27
Hombre;69;Si;Si;165,79
Hombre;18;No;No;85,07
Hombre;57;Si;No;217,05
Hombre;43;No;No;209,58
Mujer;57;No;Si;241,55
Hombre;43;No;Si;218,7
Mujer;18;No;No;89,33
Hombre;18;No;Si;86,72
Hombre;45;Si;Si;240,63
Mujer;37;Si;Si;237,47
Mujer;29;No;No;194,29
Hombre;44;Si;Si;232,84
Mujer;34;Si;No;227,42
Hombre;60;No;No;210,5
Mujer;54;Si;Si;252,8
Mujer;39;No;No;249,46
Hombre;47;Si;Si;225,1
Mujer;38;No;No;242,45
Mujer;31;Si;No;204,4
Mujer;57;No;Si;244,19
Mujer;55;Si;No;248,13
Mujer;36;No;No;233,24
Mujer;65;No;Si;198
Mujer;42;No;Si;254,33
Hombre;21;Si;No;96,1
Hombre;20;Si;Si;101,59
Mujer;39;No;No;246,07
Hombre;36;No;No;212,29
Mujer;20;No;No;108,14
Mujer;68;No;No;178,19
Hombre;33;Si;Si;196,09
Mujer;68;Si;No;176,5
Hombre;25;No;Si;143,03
Mujer;42;No;Si;256,37
Hombre;60;No;Si;212,89
Mujer;57;No;Si;241,86
Mujer;18;No;Si;87,42
Hombre;64;Si;No;187,73
Hombre;67;Si;Si;170,48
Hombre;39;Si;Si;210,66
Hombre;52;Si;Si;207,78
Hombre;65;No;Si;180,33
Mujer;50;Si;Si;258,42
Hombre;40;No;No;219
Hombre;26;Si;No;157,12
Mujer;59;No;No;235
Hombre;62;No;No;208,86
Mujer;32;No;No;214,99
Mujer;54;No;Si;254,75
Mujer;65;No;Si;202,75
Hombre;44;Si;No;210,73
Mujer;57;Si;Si;241,91
Hombre;27;Si;Si;157,93
Mujer;54;Si;No;253,61
Mujer;48;Si;No;258,34
Mujer;18;Si;Si;85,65
Hombre;57;Si;No;224,62
Mujer;30;No;No;200,79
Mujer;29;No;Si;195,85
Mujer;24;No;No;153,66
Hombre;67;Si;No;183,63
Mujer;18;No;No;90,55
Hombre;42;No;No;225,42
Mujer;28;Si;Si;188,28
Mujer;57;Si;Si;245,18
Mujer;58;Si;No;233,65
Mujer;31;Si;No;209,42
Hombre;64;No;No;205,82
Mujer;70;Si;Si;160,7
Hombre;29;No;Si;162,3
Mujer;28;Si;No;187,68
Mujer;50;Si;Si;256,73
Hombre;65;Si;No;182,02
Mujer;36;Si;No;231,72
Mujer;56;Si;Si;246,39
Mujer;48;Si;Si;261,2
Mujer;43;Si;Si;258,4
Hombre;42;Si;Si;223,49
Mujer;65;No;Si;200,03
Mujer;62;No;No;216,94
Mujer;64;Si;No;204,1
Mujer;19;Si;No;96,83
Hombre;41;Si;No;227,26
Hombre;31;Si;No;173,06
Hombre;35;Si;Si;209,82
Mujer;68;Si;No;176,76
Hombre;22;No;No;151,32
Mujer;42;No;Si;249,54
Mujer;52;No;Si;255,84
Hombre;64;No;No;189,79
Hombre;20;No;No;110,56
Hombre;26;Si;Si;154,09
Hombre;64;Si;Si;203,35
Hombre;27;Si;Si;166,96
Hombre;27;No;Si;171,82
Hombre;21;Si;No;123,79
Hombre;35;No;Si;194,53
Mujer;19;No;Si;100,33
Mujer;57;Si;Si;243,75
Hombre;25;Si;Si;135,4
Hombre;55;No;No;219,63
Hombre;48;Si;No;225,51
Hombre;30;Si;Si;190,69
Mujer;35;Si;Si;232
Mujer;65;Si;No;201,73
Mujer;44;Si;No;260,72
Mujer;69;Si;Si;165,44
Mujer;19;No;No;98,81
Hombre;33;No;No;190,89
Mujer;31;Si;Si;207,13
Hombre;55;No;Si;231,38
Hombre;69;Si;No;172,86
Mujer;52;Si;Si;256,3
Mujer;20;Si;Si;110,15
Mujer;40;No;Si;250,63
Mujer;38;Si;Si;241,88
Mujer;47;Si;No;260,74
Mujer;33;Si;No;219,24
Mujer;64;Si;Si;202,55
Hombre;62;Si;Si;206,45
Hombre;43;No;No;234,88
Hombre;25;No;Si;137,65
Mujer;66;Si;No;193,96
Hombre;50;Si;No;229,31
Hombre;20;No;No;91,23
Hombre;63;Si;Si;200,5
Hombre;37;No;No;201,81
Hombre;51;No;No;229,63
Hombre;45;No;Si;227,01
Mujer;24;Si;No;153,29
Hombre;66;Si;No;172,8
Hombre;61;Si;No;208,28
Mujer;24;Si;Si;148,41
Mujer;20;Si;No;108,15
Mujer;53;Si;Si;250,76
Mujer;39;No;No;247,93
Mujer;52;Si;Si;258,02
Hombre;21;No;Si;103,24
Hombre;34;Si;No;196,68
Hombre;53;Si;Si;232,67
Hombre;44;No;No;224,99
Mujer;38;No;Si;240,63
Hombre;21;Si;No;112,94
Hombre;23;Si;Si;136,96
Hombre;44;Si;Si;231,69
Hombre;26;Si;No;158,84
Hombre;70;No;Si;161,84
Mujer;55;Si;No;249,39
Hombre;34;No;Si;190,56
Mujer;40;Si;Si;248,75
Hombre;51;Si;Si;231,44
Mujer;70;Si;Si;158,7
Mujer;21;Si;Si;121,9
Hombre;26;No;No;152,69
Mujer;30;Si;No;200,15
Mujer;19;No;No;103,43
Mujer;21;Si;Si;122,03
Mujer;35;No;No;228,94
Hombre;64;Si;No;184,37
Mujer;28;No;Si;184,35
Hombre;58;No;Si;206,97
Hombre;56;Si;Si;212,19
Mujer;49;No;No;261,74
Mujer;30;No;No;203,66
Hombre;61;No;Si;182,51
Mujer;46;Si;Si;259,57
Mujer;34;Si;Si;227,49
Mujer;29;Si;Si;193,55
Mujer;67;Si;No;188,47
Hombre;56;No;Si;225,89
Mujer;58;Si;Si;238,22
Mujer;68;Si;Si;178,2
Mujer;43;No;No;257,74
Mujer;19;Si;Si;94,77
Mujer;52;No;Si;259,89
Hombre;18;No;Si;97,59
Hombre;43;No;No;216,62
Hombre;22;No;Si;143,24
Mujer;31;Si;Si;208,66
Mujer;57;Si;No;239,86
Mujer;21;Si;No;119,9
Mujer;70;Si;Si;160,64
Hombre;48;Si;No;229,64
Hombre;18;No;No;90,81
Mujer;56;Si;No;246,86
Hombre;53;No;No;234
Mujer;28;Si;Si;187,23
Hombre;33;No;No;184,13
Hombre;41;No;No;213,64
Mujer;67;Si;Si;184,24
Hombre;38;No;No;223,99
Hombre;59;No;Si;225,64
Hombre;45;No;No;229,34
Hombre;23;Si;Si;127
Hombre;30;No;No;177,53
Mujer;25;Si;No;158,15
Mujer;39;No;Si;249,49
Mujer;38;No;Si;240,83
Hombre;31;Si;No;174,56
Hombre;60;No;No;207,71
Hombre;23;No;No;131,8
Mujer;69;Si;Si;166,54
Hombre;39;Si;No;215,74
Hombre;49;No;No;223,82
Hombre;23;No;No;125,99
Hombre;18;Si;Si;97,89
Mujer;54;No;No;253,39
Hombre;63;No;No;193,27
Hombre;25;Si;No;150,27
Mujer;45;Si;No;258,01
Mujer;44;Si;No;260,86
Mujer;29;No;Si;195,47
Hombre;55;No;No;237,22
Mujer;31;No;Si;209,41
Mujer;30;Si;No;199,66
Hombre;40;Si;Si;224,71
Hombre;54;No;No;219,33
Hombre;69;Si;No;167,38
Mujer;32;No;No;212
Mujer;42;Si;Si;256,21
Hombre;60;No;No;222,4
Hombre;26;No;No;153,94
Mujer;64;No;Si;208,29
Mujer;50;Si;Si;260,83
Hombre;33;Si;Si;186,85
Hombre;35;No;Si;199,97
Mujer;23;Si;Si;143,18
Mujer;66;No;Si;193,44
Hombre;52;No;Si;223,06
Hombre;26;Si;No;157,76
Hombre;36;No;Si;194,57
Hombre;20;No;Si;121,33
Hombre;58;No;Si;214,35
Mujer;50;No;Si;259,5
Mujer;58;Si;Si;241,78
Mujer;47;Si;Si;261,63
Hombre;50;Si;Si;227,5
Hombre;47;Si;No;233,42
Mujer;39;No;Si;246,78
Hombre;44;No;No;218,84
Hombre;29;Si;Si;168,33
Hombre;36;Si;Si;192,18
Hombre;48;No;Si;226,61
Hombre;60;No;Si;205,07
Mujer;18;No;No;85,97
Mujer;28;No;No;185,74
Mujer;54;No;Si;253,93
Hombre;66;Si;Si;181,59
Mujer;34;No;Si;225,86
Hombre;39;Si;No;199,89
Hombre;19;Si;Si;91,91
Hombre;60;Si;No;215,24
Mujer;54;Si;Si;253,2
Mujer;37;Si;No;239,02
Hombre;49;Si;Si;237,67
Mujer;50;Si;Si;263,42
Hombre;55;Si;Si;221,97
Mujer;67;No;No;187,12
Hombre;33;Si;No;203,47
Mujer;46;Si;No;257,5
Mujer;31;No;Si;208
Hombre;56;No;No;227,97
Hombre;39;Si;Si;208,73
Hombre;44;Si;Si;235,43
Mujer;39;Si;No;247,84
Mujer;42;Si;No;251,07
Hombre;65;No;Si;185,39
Hombre;67;No;Si;172,54
Mujer;61;Si;Si;220,26
Hombre;65;No;No;190,59
Mujer;25;No;Si;159,56
Mujer;51;Si;Si;257,02
Hombre;40;Si;No;218,93
Mujer;19;Si;Si;97,13
Mujer;19;Si;No;96,89
Mujer;19;No;Si;100,61
Mujer;32;Si;No;213,02
Hombre;42;Si;Si;216,98
Mujer;35;No;No;229,2
Hombre;61;Si;Si;215,54
Hombre;60;No;Si;213,87
Hombre;20;No;No;93,56
Hombre;62;No;Si;206,39
Mujer;41;Si;No;252,54
Hombre;70;Si;Si;149,12
Hombre;23;Si;No;122,86
Hombre;60;No;No;199,99
Hombre;31;Si;Si;190,06
Mujer;23;No;No;140,58
Mujer;61;Si;No;222,62
Mujer;41;Si;Si;253,26
Hombre;54;No;No;222,2
Hombre;27;No;No;151,94
Mujer;44;Si;No;254,29
Mujer;61;No;Si;222,46
Hombre;60;No;No;196,58
Mujer;23;Si;No;142,72
Hombre;54;Si;Si;233,48
Hombre;22;No;Si;125,42
Hombre;42;No;No;216,61
Hombre;21;No;No;110,19
Hombre;33;Si;Si;185,25
Hombre;45;Si;Si;221,54
Mujer;22;No;Si;131,13
Mujer;22;Si;Si;129,77
Hombre;51;No;No;224,48
Hombre;25;Si;No;134,92
Hombre;27;No;No;170,37
Mujer;27;No;No;175,11
Mujer;48;No;No;260,77
Mujer;49;Si;Si;260,76
Hombre;61;No;No;190,64
Mujer;19;No;No;98,94
Hombre;32;Si;Si;193,97
Hombre;37;Si;Si;212,76
Mujer;62;No;No;221,25
Mujer;56;Si;No;245,11
Mujer;42;No;No;255,58
Hombre;51;No;No;216,67
Mujer;39;Si;Si;246,5
Hombre;52;No;No;224,92
Mujer;21;Si;No;121,65
Hombre;40;No;Si;199,94
Mujer;56;Si;Si;245,31
Hombre;69;No;No;162,24
Hombre;67;No;No;179,3
Mujer;55;Si;Si;249,88
Mujer;35;Si;Si;233,02
Mujer;43;Si;Si;255,54
Mujer;27;No;Si;176,75
Mujer;24;No;Si;153,71
Mujer;29;No;No;194,7
Hombre;59;Si;No;203,1
Hombre;37;Si;No;213,35
Mujer;31;Si;No;205,7
Hombre;65;No;No;194,25
Mujer;62;Si;Si;220,11
Mujer;47;No;Si;261,23
Mujer;42;No;Si;256,53
Hombre;57;No;No;210,9
Hombre;39;Si;Si;202,75
Hombre;65;No;No;189,09
Mujer;38;Si;Si;246,04
Hombre;27;No;No;158,03
Mujer;54;No;Si;250,92
Hombre;24;No;No;139,1
Hombre;69;Si;No;158,18
Mujer;32;No;No;215,16
Hombre;48;No;No;223,08
Hombre;61;No;Si;198,57
Mujer;39;No;No;245,53
Mujer;64;Si;No;203,16
Hombre;64;Si;Si;198,09
Mujer;65;Si;No;202,2
Hombre;62;No;Si;210,63
Mujer;48;Si;No;259,95
Mujer;18;Si;No;88,57
Hombre;56;Si;No;218,65
Hombre;34;No;No;202,16
Hombre;18;Si;Si;88,27
Mujer;56;No;No;244,52
Mujer;58;No;No;238,21
Mujer;48;Si;Si;262,15
Mujer;37;No;No;237,33
Hombre;32;No;Si;197,21
Mujer;49;No;Si;261,28
Hombre;28;No;Si;164,28
Hombre;57;Si;No;205,13
Mujer;48;No;Si;256,95
Hombre;70;Si;Si;156,23
Mujer;61;Si;Si;223,03
Hombre;64;No;No;173,75
Mujer;56;No;Si;251,57
Mujer;40;Si;Si;246,75
Mujer;42;Si;No;256,77
Mujer;36;Si;Si;232,15
Hombre;64;Si;No;187,92
Mujer;35;Si;Si;227,91
Mujer;24;Si;Si;150,38
Hombre;54;Si;Si;229,42
Hombre;61;Si;No;177,77
Mujer;70;Si;Si;162,36
Mujer;57;No;No;244,24
Mujer;40;Si;No;247,99
Mujer;40;Si;No;247,57
Hombre;60;Si;No;202,79
Hombre;55;No;Si;216,94
Hombre;18;Si;No;91,56
Mujer;24;No;Si;154,46
Mujer;48;Si;Si;264,67
Mujer;66;Si;No;198,68
Mujer;54;Si;No;256,88
Mujer;55;Si;Si;246,86
Mujer;41;Si;No;252,02
Mujer;36;No;No;235,19
Mujer;37;No;Si;240,47
Mujer;51;Si;Si;257,62
Mujer;68;Si;Si;178,88
Hombre;27;No;Si;165,22
Mujer;44;Si;Si;259,68
Mujer;62;Si;Si;221,13
Hombre;52;Si;No;227,3
Mujer;30;No;No;199,5
Hombre;65;No;No;182,86
Hombre;67;Si;Si;183,47
Hombre;69;No;No;165,31
Mujer;45;Si;Si;262,29
Mujer;46;Si;Si;259,32
Mujer;31;Si;No;209,07
Hombre;23;No;No;123,86
Mujer;54;Si;Si;254,5
Hombre;64;No;No;188,19
Mujer;49;No;Si;260,11
Hombre;38;No;No;217,98
Mujer;61;Si;Si;225,02
Mujer;57;Si;No;244,88
Hombre;37;Si;No;205,62
Hombre;21;Si;Si;112,02
Mujer;52;Si;Si;255,73
Mujer;41;Si;Si;250,73
Hombre;52;No;No;233,21
Mujer;67;Si;Si;183,61
Mujer;52;No;Si;253,59
Hombre;33;No;No;187,26
Hombre;41;Si;Si;226,66
Mujer;34;Si;Si;221,49
Mujer;29;No;No;192,93
Hombre;37;No;No;206,95
Hombre;47;Si;Si;223,58
Mujer;62;Si;Si;215,86
Mujer;54;Si;Si;254,16
Mujer;59;Si;Si;231,8
Mujer;69;Si;Si;167,72
Hombre;19;No;Si;99,82
Hombre;26;Si;No;152,12
Hombre;40;No;No;224,65
Hombre;34;Si;Si;190,1
Hombre;44;No;Si;221,6
Hombre;58;No;Si;227,16
Mujer;25;No;No;160,16
Hombre;27;No;Si;143,56
Mujer;60;Si;No;234,8
Mujer;43;Si;Si;258,54
Hombre;29;No;No;169,81
Hombre;69;No;Si;158,94
Mujer;48;Si;Si;261,88
Hombre;54;No;No;234,72
Mujer;40;No;No;249,69
Mujer;60;No;Si;231,94
Hombre;40;Si;Si;227,96
Mujer;36;Si;Si;235,71
Mujer;37;Si;No;236,64
Mujer;64;Si;Si;205,74
Hombre;39;No;No;209,95
Mujer;22;Si;No;129,58
Mujer;51;No;Si;263,13
Hombre;62;No;No;199,59
Hombre;68;Si;Si;163,67
Hombre;41;Si;Si;207,35
Mujer;25;Si;Si;156,18
Hombre;21;No;No;122,17
Mujer;70;Si;No;153,48
Hombre;69;Si;Si;158,76
Hombre;39;No;No;212,97
Mujer;30;Si;Si;196,98
Mujer;62;Si;Si;220,9
Mujer;33;No;No;217,58
Hombre;26;Si;No;160,29
Hombre;35;No;No;190,56
Hombre;62;Si;Si;194,12
Hombre;22;No;No;132,31
Hombre;40;No;Si;220,32
Hombre;35;Si;Si;200,51
Mujer;62;Si;Si;219,21
Mujer;31;Si;No;207,4
Mujer;54;Si;Si;254,72
Hombre;47;No;No;226,05
Mujer;25;Si;No;160,22
Hombre;50;No;Si;229,36
Mujer;64;Si;Si;203,49
Mujer;40;Si;No;250,44
Hombre;69;No;No;172,21
Mujer;29;Si;No;193,21
Hombre;56;No;No;220,89
Hombre;38;No;No;187,98
Hombre;33;Si;Si;188,41
Mujer;31;No;Si;202,52
Mujer;18;No;No;86,28
Mujer;63;Si;Si;214,13
Mujer;69;Si;No;168,92
Hombre;37;Si;Si;221,43
Mujer;29;Si;Si;191,5
Mujer;68;Si;No;176,9
Mujer;27;Si;No;176,1
Hombre;26;No;No;155,43
Hombre;47;No;No;216,13
Hombre;52;No;No;225,62
Hombre;45;No;Si;225,07
Mujer;31;Si;No;207,31
Hombre;53;Si;Si;212,82
Hombre;20;No;No;107,84
Hombre;65;No;Si;179,37
Hombre;59;No;Si;214,35
Mujer;21;Si;Si;125,12
Hombre;50;No;No;234,8
Mujer;31;Si;Si;208
Hombre;35;No;Si;194,73
Mujer;33;Si;Si;220,04
Hombre;63;No;No;196,71
Mujer;61;No;Si;225,95
Mujer;24;Si;No;151,3
Mujer;28;Si;No;189,48
Mujer;40;No;Si;249,44
Mujer;63;Si;No;217,35
Mujer;51;Si;Si;263,59
Hombre;32;Si;Si;187,31
Mujer;62;No;No;218,33
Hombre;56;Si;Si;224,18
Mujer;37;Si;Si;238,14
Mujer;64;Si;Si;205,3
Hombre;27;Si;Si;158,77
Mujer;44;Si;No;259,75
Hombre;28;No;No;175,53
Mujer;30;No;Si;199,8
Hombre;35;No;No;190,52
Mujer;32;No;No;213,2
Mujer;69;No;No;168,51
Hombre;21;No;No;116,69
Hombre;18;No;No;87,81
Mujer;66;No;No;192,78
Mujer;61;Si;Si;225,4
Mujer;53;Si;Si;255,5
Hombre;56;Si;No;222,18
Mujer;31;Si;Si;207,92
Mujer;46;Si;Si;263,12
Mujer;62;Si;No;218,85
Mujer;27;Si;Si;176,44
Mujer;66;No;Si;194,17
Hombre;23;No;Si;117,56
Mujer;25;No;No;164,41
Hombre;53;No;Si;227,17
