Total Nacional;Comunidades y Ciudades Autónomas;Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Periodo;Total
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2017;1428
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2016;1614
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2015;1622
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2014;1599
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2013;1440
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2020;325
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2019;351
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2018;321
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2017;328
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2016;446
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2015;471
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2014;418
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2013;423
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2020;544
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2019;853
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2018;864
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2017;1100
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2016;1168
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2015;1151
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2014;1181
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2013;1017
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2020;93
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2019;119
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2018;127
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2017;153
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2016;172
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2015;175
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2014;241
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2013;193
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2020;99
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2019;165
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2018;193
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2017;190
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2016;110
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2015;66
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2014;78
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2013;40
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2020;683
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2019;932
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2018;786
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2017;799
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2016;823
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2015;562
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2014;466
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2013;360
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2020;491
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2019;644
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2018;531
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2017;553
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2016;598
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2015;354
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2014;318
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2013;224
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2020;171
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2019;261
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2018;234
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2017;233
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2016;213
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2015;196
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2014;139
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2013;129
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2020;21
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2019;27
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2018;21
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2017;13
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2016;12
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2015;12
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2014;9
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2013;7
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2020;430
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2019;569
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2018;589
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2017;539
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2016;470
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2015;284
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2014;226
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2013;211
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2020;85
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2019;141
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2018;141
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2017;157
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2016;151
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2015;109
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2014;105
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2013;47
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2020;83
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2019;122
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2018;110
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2017;133
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2016;122
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2015;91
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2014;70
Total Nacional;05 Canarias;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2013;62
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;;;2020;4113
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;;;2019;5522
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;;;2018;5300
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;;;2017;5623
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;;;2016;5369
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;;;2015;5653
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;;;2014;6364
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;;;2013;6468
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2020;262
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2019;409
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2018;421
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2017;631
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2016;559
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2015;570
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2014;710
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2013;584
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2020;3846
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2019;5106
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2018;4871
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2017;4981
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2016;4807
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2015;5076
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2014;5645
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2013;5870
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2020;5
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2019;7
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2018;8
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2017;11
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2016;3
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2015;7
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2014;9
Total Nacional;05 Canarias;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2013;14
